time,tavg,tmin,tmax,prcp
11-24-2019,22.5,18.2,29.2,
11-25-2019,22.4,18.6,28.5,
11-26-2019,22.7,16.7,27.3,
11-27-2019,21.9,20,28.3,0.3
11-28-2019,22.6,19.2,27.8,0
11-29-2019,22.5,19.4,28.4,0
11-30-2019,21.4,18.7,27,1.5
12-01-2019,21.2,19.4,24.6,1.8
12-02-2019,21.3,19.2,25,6.9
12-03-2019,21.1,19.4,24.5,0.5
12-04-2019,21.2,18.8,26,0
12-05-2019,20.8,18,26,0
12-06-2019,20.4,17.6,25.4,
12-07-2019,20.3,15.8,24.5,
12-08-2019,20.2,17.8,24.9,0.5
12-09-2019,21.5,17,26.8,0
12-10-2019,21.6,17.9,26.4,
12-11-2019,22.3,16.5,26.2,
12-12-2019,21.4,16.8,27.8,
12-13-2019,22.2,17.4,28.2,
12-14-2019,21.1,18.8,28.8,0
12-15-2019,21.7,17.6,25.8,2.8
12-16-2019,22.1,17.4,26.7,0
12-17-2019,21.3,18.4,27.6,0
12-18-2019,21.6,17,26.2,0
12-19-2019,20.7,17.8,26.4,
12-20-2019,20.9,16.2,25.8,
12-21-2019,21.9,18,27.8,
12-22-2019,21.8,18.4,28.3,
12-23-2019,21,18.1,28,
12-24-2019,22.3,18.4,27.8,
12-25-2019,21.6,18.8,28.6,
12-26-2019,22.3,19,28.8,
12-27-2019,23.4,18,29.6,
12-28-2019,21.9,17.6,29.8,
12-29-2019,21.8,16.8,28.2,
12-30-2019,21.7,17.5,27.6,
12-31-2019,21.9,17.5,28.1,
01-01-2020,22,19.2,27.2,
01-02-2020,22.2,19.4,27.8,
01-03-2020,23.4,19.4,28.4,
01-04-2020,23.6,18.6,30.5,0
01-05-2020,24.2,20.4,30.5,
01-06-2020,22.1,20.4,30.8,0.3
01-07-2020,22.2,18.8,26.2,0
01-08-2020,22.7,18.2,28.3,
01-09-2020,23.1,18,29.8,
01-10-2020,22.1,14.8,30.4,
01-11-2020,20.8,15.6,29.2,
01-12-2020,21.1,15.5,28.5,
01-13-2020,22.9,17.4,28.8,
01-14-2020,21.9,16.4,29,
01-15-2020,21,14.4,29.5,
01-16-2020,21.8,15.3,29.5,
01-17-2020,22.1,15.8,28.7,
01-18-2020,22.4,18.4,29.9,
01-19-2020,23.3,19.2,28.8,
01-20-2020,23.3,17.7,29.8,
01-21-2020,22.6,17.2,31,
01-22-2020,22.3,16,30.2,
01-23-2020,23.2,17.9,30.1,
01-24-2020,22.7,17,30.4,
01-25-2020,22.6,15.4,31.3,
01-26-2020,23.4,15.5,31.7,
01-27-2020,23.9,15.9,32.7,
01-28-2020,23.9,19.1,31.8,
01-29-2020,24.2,18.3,31.6,
01-30-2020,24.8,17.5,32,
01-31-2020,25.1,19,33.4,
02-01-2020,23.4,18.8,32.7,
02-02-2020,22.9,17.4,30.5,
02-03-2020,23.3,17.2,29.2,
02-04-2020,23.5,16,31,
02-05-2020,23.7,18.5,30.4,
02-06-2020,24,17.7,30.3,
02-07-2020,23.7,18,31,
02-08-2020,24.4,19,30.8,
02-09-2020,23.8,18.2,31.6,
02-10-2020,23.2,18.8,30.4,
02-11-2020,23.2,16.4,29.3,
02-12-2020,23.3,17.4,30.4,
02-13-2020,24.5,18.6,29.2,
02-14-2020,24.7,18,32.2,
02-15-2020,25.2,17.6,32.3,
02-16-2020,24.8,17.5,33.1,
02-17-2020,23.9,17.2,32.6,
02-18-2020,23.9,17,32.4,
02-19-2020,23.8,17.6,32.6,
02-20-2020,23.7,16.5,31.5,
02-21-2020,24,16.6,32.6,
02-22-2020,24.1,18.4,32.2,
02-23-2020,23.7,18,31.4,
02-24-2020,23.3,18.6,31,
02-25-2020,25,18,31.8,
02-26-2020,25.4,19.4,32.5,
02-27-2020,25.2,20.4,32.4,
02-28-2020,24.5,19.2,31.6,
02-29-2020,25.2,19.5,30.8,
03-01-2020,25.5,20.2,32.8,
03-02-2020,24.5,20.4,32.3,
03-03-2020,25.8,20,30.6,0
03-04-2020,26.4,21.4,33,1
03-05-2020,27.4,21.6,32.4,0
03-06-2020,26.6,22.4,33.4,
03-07-2020,26.1,22.3,33.4,1
03-08-2020,26.4,21.2,32.3,0
03-09-2020,26.4,21.6,33.3,
03-10-2020,27,22.4,32.9,
03-11-2020,26.9,22.2,34,
03-12-2020,26.3,19.6,33.6,
03-13-2020,26.4,21,34.4,
03-14-2020,26.9,20.4,33.8,
03-15-2020,26.6,20.5,34.4,
03-16-2020,26.6,19.3,34.5,
03-17-2020,26.3,20.2,34.2,
03-18-2020,27.2,19.4,32.8,
03-19-2020,27.6,20.9,35.2,
03-20-2020,25.4,21.6,35.2,
03-21-2020,27.4,22,34.1,1
03-22-2020,27.8,22.8,35.4,0
03-23-2020,25.3,22.8,34.4,0
03-24-2020,27.4,20.8,34.4,5.1
03-25-2020,26.8,21,34.7,0
03-26-2020,26.9,20.6,33.8,
03-27-2020,26.4,19.6,33.8,
03-28-2020,26.9,19.2,34,
03-29-2020,27.8,19.4,35.2,
03-30-2020,27.8,21.4,35.6,
03-31-2020,27.8,19.6,36.1,
04-01-2020,28.8,21,35.4,
04-02-2020,28.8,22,36,
04-03-2020,28.5,23,35.8,
04-04-2020,28.4,22.1,35.6,
04-05-2020,28.8,22.3,36,
04-06-2020,27.7,21.8,36.4,0
04-07-2020,25,21,35.6,30
04-08-2020,26.8,21,32.8,0
04-09-2020,24.9,19.8,33.7,0
04-10-2020,24.7,18.6,33.4,33.3
04-11-2020,26.6,21,31.8,0
04-12-2020,27.1,20.5,32.2,
04-13-2020,27.6,20.5,34.8,
04-14-2020,27.3,19.6,34.8,
04-15-2020,27.7,20.8,34.6,
04-16-2020,28,23,34.5,
04-17-2020,28.3,23.5,34.9,
04-18-2020,28.4,23.8,35.2,
04-19-2020,28.2,24,34.4,
04-20-2020,28.2,22.6,34.2,
04-21-2020,28,22.3,34.2,
04-22-2020,29.6,24.6,34.6,
04-23-2020,29.1,23.4,35.4,
04-24-2020,25.7,20.5,36,23.1
04-25-2020,25.8,22.7,30.8,0
04-26-2020,26.7,22.6,32,0
04-27-2020,26.7,22.4,31.6,0
04-28-2020,27.2,23,34.8,3
04-29-2020,23.2,19.6,34,30.7
04-30-2020,26.5,21,33.8,1
05-01-2020,28.7,23,32.8,0
05-02-2020,27.7,23.7,33.6,
05-03-2020,27.5,23.2,33.4,
05-04-2020,28.7,23,33.8,
05-05-2020,29.1,23.4,34.8,
05-06-2020,27.2,22.2,34.3,
05-07-2020,26.9,23.1,33.6,
05-08-2020,27.7,23.4,32.5,
05-09-2020,29.1,23.8,35.2,0
05-10-2020,29,24,35.2,0
05-11-2020,28.3,23.6,35.3,
05-12-2020,27.6,23.4,34,
05-13-2020,27.9,22.4,33.8,
05-14-2020,28.7,23.7,33.8,
05-15-2020,29,24,34.9,0
05-16-2020,28.3,24,35.2,
05-17-2020,27.8,22.8,34.7,
05-18-2020,25.3,21.2,35.6,10.9
05-19-2020,26.7,22.6,31.5,0
05-20-2020,27.8,21.8,32.8,
05-21-2020,26.4,22,33.2,
05-22-2020,28.6,22.1,34.6,0
05-23-2020,28.7,22.9,35.3,
05-24-2020,25.6,21.8,35.6,0
05-25-2020,26.7,22,34.4,35.3
05-26-2020,25.6,20.4,33.4,0
05-27-2020,24.1,20.9,32.9,31
05-28-2020,24.9,20.8,32.6,0
05-29-2020,24.1,20.6,32.4,4.3
05-30-2020,24.6,20.2,32.6,24.4
05-31-2020,26.3,22.4,31.9,0.3
06-01-2020,25.9,22.4,32.8,0
06-02-2020,24.4,20.3,32,0
06-03-2020,24.7,21.2,28.8,0
06-04-2020,25.4,21.8,29.4,0
06-05-2020,25.7,21.6,31.2,0
06-06-2020,24.6,20.4,31.4,0
06-07-2020,24.5,20.8,30.4,20.3
06-08-2020,26.2,21.2,31.8,0
06-09-2020,25.4,21.6,32.5,0
06-10-2020,24.7,21.6,30,
06-11-2020,23.1,19.8,30.5,1
06-12-2020,23,19.8,27.6,20.6
06-13-2020,23.3,20,28.4,0
06-14-2020,23.9,21,29.8,1.8
06-15-2020,25,21.2,28.9,0
06-16-2020,24.8,20.6,34.3,2
06-17-2020,23.4,21.4,28,0
06-18-2020,23.3,20.6,27.2,0
06-19-2020,24.7,20.7,30.8,0
06-20-2020,25.2,21.2,29.6,0
06-21-2020,23.8,21.1,30.3,0
06-22-2020,23.4,21,28.8,0.3
06-23-2020,25.3,20.6,30.8,2.3
06-24-2020,24.2,20.2,30.4,4.6
06-25-2020,23.7,19.3,31.4,22.1
06-26-2020,24.2,20.4,30.4,39.6
06-27-2020,24.4,21,29.2,0
06-28-2020,24.8,21.4,29,2.3
06-29-2020,23.6,21.2,30,0
06-30-2020,24.6,20.2,29.8,1.3
07-01-2020,24.7,21.2,29.4,0
07-02-2020,22.4,20.3,28.4,
07-03-2020,22.6,19.7,26.5,7.1
07-04-2020,22.8,20,28.4,7.1
07-05-2020,23.3,21,27.2,0
07-06-2020,23.1,20.6,27.6,0.5
07-07-2020,23.4,20.8,30,0
07-08-2020,22.9,20.6,28.6,7.4
07-09-2020,23.7,20.2,29.4,24.4
07-10-2020,23.1,20.6,28.8,29.2
07-11-2020,24.6,21,28.8,0.5
07-12-2020,25.1,21,29.4,0.3
07-13-2020,24.3,21.5,29.3,0
07-14-2020,23.8,21.4,29.4,0
07-15-2020,22.4,21.8,26.2,0
07-16-2020,21.8,20.6,26,6.6
07-17-2020,22.2,20.4,25.2,10.9
07-18-2020,23.4,20.9,27.8,0
07-19-2020,24.4,21.4,29.8,0.8
07-20-2020,23.4,21.8,29.6,11.2
07-21-2020,24.5,19,29.6,24.1
07-22-2020,25.8,22,30.4,0
07-23-2020,25.1,20.8,31,
07-24-2020,23.8,21.5,30.8,4.3
07-25-2020,23.7,20.5,29.8,0
07-26-2020,23.6,20.4,29.4,4.1
07-27-2020,24.1,20.4,28.8,0
07-28-2020,24.7,20.6,29,2.3
07-29-2020,22.9,21.2,29.5,7.9
07-30-2020,23.5,20.2,28.8,1.3
07-31-2020,23.9,21.4,28.6,4.1
08-01-2020,23,20.4,29.6,2
08-02-2020,22.8,19.6,28,3.3
08-03-2020,22.9,20.4,27.8,2.5
08-04-2020,21.9,19.8,26,1.5
08-05-2020,22.1,19.8,25.8,1.8
08-06-2020,23.4,20.8,29.8,2.8
08-07-2020,23.4,21.4,27.8,1.3
08-08-2020,22.4,20.3,27.2,0
08-09-2020,21.8,20.2,27.4,2.3
08-10-2020,21.9,19.5,26,12.2
08-11-2020,22.8,20.6,27.8,0
08-12-2020,23.4,20.5,28,5.1
08-13-2020,23.7,20.6,27.9,0
08-14-2020,22.7,20.2,28,0
08-15-2020,22.4,20.4,25.6,0
08-16-2020,21.6,20,25.6,
08-17-2020,22.2,20.1,26.8,0.3
08-18-2020,23,20.6,26.2,1
08-19-2020,23.1,20.4,26.4,0
08-20-2020,22.8,20.6,26.8,
08-21-2020,24.1,19.8,28.8,
08-22-2020,24.1,20.6,28,
08-23-2020,24.1,21,29.2,
08-24-2020,24.1,20.9,27.8,2
08-25-2020,25,20.5,29.8,0
08-26-2020,25.6,22,30.2,0
08-27-2020,24.2,21.2,30,
08-28-2020,25.3,20.4,30.8,0
08-29-2020,25.7,20.8,30.8,
08-30-2020,25.6,21.6,31,
08-31-2020,24.4,19.4,31.7,23.1
09-01-2020,24,20,29.8,18.8
09-02-2020,22.9,20.6,28.4,2
09-03-2020,23.8,20.5,27.8,29.7
09-04-2020,24.9,21,29.2,9.7
09-05-2020,24.8,22.3,29.2,0
09-06-2020,25.5,22.2,29.6,0
09-07-2020,24.4,20.5,30.5,0
09-08-2020,24.4,21.2,29.8,2
09-09-2020,23.9,19.4,30.2,61
09-10-2020,22.7,19.2,30.6,65
09-11-2020,22.1,19.9,27.6,0
09-12-2020,21.5,18.7,25.8,1.3
09-13-2020,21.6,19.7,25.5,17.5
09-14-2020,22.5,20.4,26.4,1
09-15-2020,22.8,20.2,26.5,0
09-16-2020,23.3,20.2,26.2,0.3
09-17-2020,23.8,21,27,0
09-18-2020,24,19.8,28.2,0.3
09-19-2020,22.1,19.3,28.4,0
09-20-2020,20.4,18.6,25.8,20.8
09-21-2020,22.1,19,27.8,11.4
09-22-2020,21.7,18.6,26.6,0
09-23-2020,22.8,18.6,27.8,0
09-24-2020,23.7,20,27.6,
09-25-2020,24.3,20.9,29.8,0.3
09-26-2020,22.8,20.6,29.6,3
09-27-2020,23.3,20.5,27.8,0
09-28-2020,24.1,20.6,27,0
09-29-2020,22.4,19.8,28.1,0
09-30-2020,22.3,19,27.8,54.4
10-01-2020,23.5,19.5,27.1,0
10-02-2020,24.7,21,28.5,0
10-03-2020,23.5,19.6,29.6,0.5
10-04-2020,22.5,20,28.4,0
10-05-2020,23.6,19,28.8,0.3
10-06-2020,25.1,20.2,30.8,0
10-07-2020,25,21.9,31.3,
10-08-2020,25.7,19.8,30.4,
10-09-2020,23.7,20.4,31.2,0
10-10-2020,23.1,18.6,30,23.6
10-11-2020,21.7,19.2,28.2,51.1
10-12-2020,21.8,20,25.6,3
10-13-2020,21.2,19.8,25.4,5.1
10-14-2020,21.5,19.8,25.8,0.5
10-15-2020,22.5,19.2,26.6,0
10-16-2020,23.4,17.6,28.8,0
10-17-2020,23.6,20,28.8,
10-18-2020,23.8,20.8,28,0.3
10-19-2020,23.3,21,28,1.8
10-20-2020,22.9,20,26.6,3.8
10-21-2020,22.7,20.4,26.2,67.1
10-22-2020,22.2,19.3,26.4,5.3
10-23-2020,21,17.8,27.5,17.5
10-24-2020,22,17,27,17.3
10-25-2020,23.5,20.2,29.8,0
10-26-2020,23.6,19.4,29.4,7.9
10-27-2020,23.7,19,30,0
10-28-2020,23.3,19,29.6,
10-29-2020,21.9,18.2,28.9,
10-30-2020,22.9,17.8,28.3,0
10-31-2020,24.1,18.5,28.8,
11-01-2020,24.8,19,29.1,0
11-02-2020,24.3,20.4,31.5,0.3
11-03-2020,24.7,19.8,29,0
11-04-2020,24.5,20.5,29.9,
11-05-2020,24.3,21,29.2,
11-06-2020,23.8,20.8,30.4,22.9
11-07-2020,23.4,20.2,29.2,0
11-08-2020,23.4,20.8,30.2,3.3
11-09-2020,22.7,19.5,27.8,0
11-10-2020,21.3,16,28.6,
11-11-2020,22.7,16.5,28.7,
11-12-2020,23.7,19.2,28.4,
11-13-2020,22.1,20.4,28,0
11-14-2020,22.8,20,27.8,8.9
11-15-2020,21.6,19.1,28.2,0
11-16-2020,21.6,19.2,25.8,9.9
11-17-2020,22.2,19.4,25,21.1
11-18-2020,22.8,19.2,28.3,0
11-19-2020,22.9,20,28.3,0
11-20-2020,22.2,17.3,28.1,
11-21-2020,21.9,17,28.8,
11-22-2020,21.4,14.8,29.6,
11-23-2020,22.4,17.4,28.2,
11-24-2020,21.8,18.7,27.6,
11-25-2020,21.1,18.4,26.6,
11-26-2020,19.4,17.8,23.8,2
11-27-2020,19.7,17.8,21.8,13.2
11-28-2020,21.5,17,25.9,0.3
11-29-2020,21.6,19,25.6,0
11-30-2020,21.9,18,26.8,0
12-01-2020,21.1,17,27,
12-02-2020,20.8,16.7,26.6,
12-03-2020,19.9,18,26.4,2.3
12-04-2020,20.8,19.2,22.8,1.8
12-05-2020,21,19.4,23.2,0.8
12-06-2020,20.9,18.5,24,1.3
12-07-2020,21.7,19.4,24.8,7.6
12-08-2020,21.3,19.5,26.2,5.6
12-09-2020,21.7,19.4,25,0.8
12-10-2020,21.3,16.4,26.8,0
12-11-2020,21.2,16.6,28.4,0
12-12-2020,20.4,15.4,29.3,
12-13-2020,21.2,17,28,
12-14-2020,20.8,17.2,27.5,
12-15-2020,21.3,16.4,27.8,
12-16-2020,21.8,18,27,
12-17-2020,21.7,19.5,26.8,0.3
12-18-2020,22.1,18.4,26.6,0
12-19-2020,20.4,17.2,28,
12-20-2020,20.3,17,25.6,
12-21-2020,19.7,14.5,25.7,
12-22-2020,20.6,14.4,25.1,
12-23-2020,21.2,16.6,28.8,
12-24-2020,21.7,17.4,27.5,
12-25-2020,21.2,17.4,28.2,
12-26-2020,21.2,16,29,
12-27-2020,21.4,15.2,28.4,
12-28-2020,21.2,16.4,29.8,
12-29-2020,22.5,16.4,29.8,
12-30-2020,22.8,18.4,29,
12-31-2020,21.1,18.8,29.6,0
01-01-2021,20.6,16.6,25.3,0.5
01-02-2021,20.9,16.6,26,0.4
01-03-2021,21.9,18.8,26,0
01-04-2021,20.8,18.6,27.6,0
01-05-2021,21.9,18.7,26.2,0
01-06-2021,21.2,20,27.3,7.5
01-07-2021,21.6,19.1,25.4,0.8
01-08-2021,22.3,20,27,9
01-09-2021,21.4,18.8,27,0
01-10-2021,22.2,18.6,26.2,0
01-11-2021,21.6,18.2,26.9,0
01-12-2021,20.4,18.2,25.4,0
01-13-2021,21.3,16.8,26.3,0
01-14-2021,20.8,16.4,27.7,0.2
01-15-2021,21.8,17.3,26.3,0
01-16-2021,22.2,18.1,27.4,0
01-17-2021,22.2,17,29.2,0
01-18-2021,21.8,15.5,29.6,0
01-19-2021,21.8,16.1,28.8,0
01-20-2021,22.7,16,28.4,0
01-21-2021,23.8,17,31.1,0
01-22-2021,23.8,18.4,31.1,0.1
01-23-2021,22.5,18,30.3,0
01-24-2021,21.9,17,29.2,0
01-25-2021,21.6,16.3,29.5,0
01-26-2021,21.9,15.4,29.4,0
01-27-2021,21.7,15.4,30.8,0
01-28-2021,21.6,16,30.2,0
01-29-2021,22.4,18,28.4,0
01-30-2021,22.8,17.4,29.3,0
01-31-2021,22.7,17.2,29.8,0
02-01-2021,22.8,16.8,30.1,0
02-02-2021,22.1,16.8,29.6,0
02-03-2021,21.8,17.9,28.6,0
02-04-2021,22.1,16.1,28.5,0
02-05-2021,22.2,15.4,29.4,0
02-06-2021,22.4,15.6,30.4,0
02-07-2021,22.3,15,30.4,0
02-08-2021,22.1,16.1,30.1,0
02-09-2021,20.6,14.9,29.8,0
02-10-2021,21.7,14.4,28.6,0
02-11-2021,20.3,13.5,28.1,0
02-12-2021,20.7,12.2,28.9,0
02-13-2021,20.6,13,29.8,0
02-14-2021,23,16.2,31,0
02-15-2021,24,17.9,31.5,0
02-16-2021,23.9,18.4,32,0
02-17-2021,23.8,18.4,31.4,0
02-18-2021,22.8,18,31.2,0.1
02-19-2021,22.8,18.2,29.3,1.7
02-20-2021,19.8,16.8,24.5,4.2
02-21-2021,20.6,17.1,24.2,4.7
02-22-2021,22.8,18.1,28,0.4
02-23-2021,24.5,18.2,30.4,0
02-24-2021,24.4,18,31.1,0
02-25-2021,25.3,17.4,32,0
02-26-2021,25.8,18.4,33,0
02-27-2021,26.2,19,34.1,0
02-28-2021,26,20,33.8,0
03-01-2021,25.4,17.4,33.8,0
03-02-2021,25.3,18.4,33.6,0
03-03-2021,25,18.2,32.5,0
03-04-2021,24.6,16.5,32.3,0
03-05-2021,24.9,16.7,32,0
03-06-2021,26.7,18.4,34.4,0
03-07-2021,26.5,17.5,35.9,0
03-08-2021,26,19,33.8,0
03-09-2021,25.6,18.7,33.5,0
03-10-2021,27,19.5,33.6,0
03-11-2021,25,18.8,32,0
03-12-2021,24.6,17.3,32.2,0
03-13-2021,24.1,15.3,31,0
03-14-2021,24.7,15.6,32.4,0
03-15-2021,25.1,16.2,32.4,0
03-16-2021,25.9,17.9,32.8,0
03-17-2021,25.5,16.4,32.4,0
03-18-2021,25.5,17,32.8,0
03-19-2021,25.3,17.8,32.8,0
03-20-2021,25.3,16.9,32.2,0
03-21-2021,25.9,18.4,33,0
03-22-2021,26.2,17.5,33.8,0
03-23-2021,26.6,18.2,34.2,0
03-24-2021,26.7,18.3,33.8,0
03-25-2021,27.2,18.7,33.6,0
03-26-2021,27.2,19.3,35,0
03-27-2021,27.2,19.1,34.4,0
03-28-2021,27.2,19.8,34.1,0
03-29-2021,27.5,20,34.5,0
03-30-2021,27.7,21.4,34.1,0
03-31-2021,28.8,21.2,35.6,0
04-01-2021,28.1,21,35.6,0
04-02-2021,27.7,19.3,35.6,0
04-03-2021,27.7,20.6,34.4,0
04-04-2021,29.1,23,35.2,0
04-05-2021,27.7,21.4,33.3,0
04-06-2021,27.3,20.2,34.4,0
04-07-2021,27.6,19.4,35,0
04-08-2021,27.3,20.1,34.2,0
04-09-2021,27.1,19.5,34,0
04-10-2021,26.5,19.3,33.3,0
04-11-2021,26.5,19.4,33.2,0
04-12-2021,26.6,20.7,33.5,0
04-13-2021,26.6,20.8,32.9,0
04-14-2021,25.1,21.8,31.8,8.1
04-15-2021,25.3,19.8,33.2,1.8
04-16-2021,27.2,20.8,32.6,0.3
04-17-2021,27.7,22.4,33.4,0
04-18-2021,26.8,20.9,33,0.1
04-19-2021,27.1,20.6,34,0.1
04-20-2021,26,21.8,34,2.1
04-21-2021,26.6,20.8,34.4,0
04-22-2021,24.3,20.5,34.6,28.7
04-23-2021,24.4,20.7,32.2,21.3
04-24-2021,24.6,20,31.7,65.8
04-25-2021,26.5,21.8,31.9,0
04-26-2021,26.5,21.2,33,0
04-27-2021,26.6,20.9,32.5,0
04-28-2021,27,20.9,33.4,0.1
04-29-2021,26.5,22.2,31.8,0.7
04-30-2021,26.4,20.7,33.1,0
05-01-2021,27.1,22.5,33.4,0
05-02-2021,26.7,21.5,32.4,0
05-03-2021,26.4,21.9,32,0.3
05-04-2021,25.1,21.1,30.4,8.9
05-05-2021,26.9,20.6,33.3,0
05-06-2021,27,21.7,32.4,0
05-07-2021,26.5,22.2,32,0.7
05-08-2021,26.8,21.5,33.6,0.2
05-09-2021,27.2,21.3,33.4,0.3
05-10-2021,26.7,22.1,32.8,1
05-11-2021,26.1,21.5,33.2,5.6
05-12-2021,25.5,21.4,33.9,0
05-13-2021,25.4,20.7,31.9,35.1
05-14-2021,26.7,21.4,31.9,26.2
05-15-2021,23.8,22.2,32.6,0
05-16-2021,24,21.4,28,0
05-17-2021,25.7,21,31.6,0
05-18-2021,25.7,21.6,32.6,0
05-19-2021,25.1,20.2,32.6,4
05-20-2021,24.2,21.1,29.6,2.7
05-21-2021,23.3,20.9,30.8,2.8
05-22-2021,23.8,21,28.8,25.4
05-23-2021,25.8,20.8,29.4,7.4
05-24-2021,26.1,22,31,0
05-25-2021,24.3,20.2,31.7,0.3
05-26-2021,24.9,20.4,30.2,31
05-27-2021,25.3,21.2,30.1,0
05-28-2021,24.7,18.8,30.3,0
05-29-2021,24.8,19.4,30.8,0.5
05-30-2021,25.2,20.1,31.3,0.1
05-31-2021,25.3,20.3,31.6,2.3
06-01-2021,25.5,20.8,31.6,5.6
06-02-2021,25.9,22.2,33.7,1
06-03-2021,24.6,21.9,33.7,0.5
06-04-2021,23.8,21.1,31,52.3
06-05-2021,23.6,21.2,31.5,12.7
06-06-2021,24.8,20.7,29.2,4.6
06-07-2021,25.4,22.1,29.7,0.5
06-08-2021,25.6,19.7,31,0
06-09-2021,23.4,19.2,29.2,4.6
06-10-2021,23.6,19.8,28.5,2.3
06-11-2021,24.2,20.4,29,0
06-12-2021,23.2,20.4,27,2.8
06-13-2021,22.6,20.2,25.2,3.6
06-14-2021,22.3,20.1,27.6,0
06-15-2021,22.7,20.2,26.5,4.3
06-16-2021,22.7,20.8,26.7,0.5
06-17-2021,23.4,20.8,28,5.1
06-18-2021,23.4,20.4,28.4,1.3
06-19-2021,23.4,20.8,28,0
06-20-2021,24.3,20.5,28.8,0
06-21-2021,23.9,19.3,29.1,0.6
06-22-2021,24.1,19.3,28.9,0.4
06-23-2021,24.9,19.9,29.9,0
06-24-2021,24.5,19.9,28.8,0.9
06-25-2021,24.6,19.4,29.7,0.2
06-26-2021,22.8,20.1,29.7,0
06-27-2021,22.6,20.2,27.2,2.3
06-28-2021,23.7,20.8,28.5,0.5
06-29-2021,26.2,20.9,31.6,0
06-30-2021,26,20.7,30.9,1.5
07-01-2021,25.7,23,32.7,2.5
07-02-2021,26,22,30.6,0
07-03-2021,24.4,19.7,29.5,15
07-04-2021,23.6,20.4,29.4,7.5
07-05-2021,23.3,20.4,28.4,2.7
07-06-2021,24.9,20.2,29.4,1.3
07-07-2021,24.6,22.3,30,0
07-08-2021,25.3,21.8,29.4,0
07-09-2021,24.2,20.3,30.1,0
07-10-2021,22.8,20.1,29,0.3
07-11-2021,22.8,20.1,26.8,0.5
07-12-2021,23.2,20.2,26.8,0
07-13-2021,21.8,20.5,24,4.6
07-14-2021,21.1,19.8,23.4,11.4
07-15-2021,21.7,19.9,25.4,18.8
07-16-2021,22.7,20.8,25.6,2.8
07-17-2021,22.1,20.7,27,1.3
07-18-2021,21.6,20,28.2,17.8
07-19-2021,22.6,19.5,26.8,4.3
07-20-2021,23.1,19.7,27.6,7.1
07-21-2021,21.8,20.4,27.8,0
07-22-2021,21.2,20,24.2,3.3
07-23-2021,21.4,19.7,24.7,3
07-24-2021,22.6,20,27.1,0.5
07-25-2021,23.2,20.6,28,24.4
07-26-2021,23.4,20.5,28.4,59.7
07-27-2021,23.4,20.1,28.3,0
07-28-2021,23.1,19.8,27.6,1
07-29-2021,22.7,19.5,26.4,0.9
07-30-2021,23.5,19.6,28.4,0
07-31-2021,23.1,19,28.1,0.7
08-01-2021,23.2,20,28,0
08-02-2021,23.6,19.6,27.5,0
08-03-2021,23.2,19.5,28.2,0.7
08-04-2021,23.3,19.8,27.8,2.8
08-05-2021,22.7,19.2,27.6,2.7
08-06-2021,23.5,19.9,28.8,1.6
08-07-2021,24.3,20.9,29.4,4.3
08-08-2021,24.9,20.8,30.3,1.3
08-09-2021,25.5,21.7,30.7,0.5
08-10-2021,23.9,21.8,30.7,0
08-11-2021,24,20.8,28.2,0
08-12-2021,22.8,19.7,28.2,1.5
08-13-2021,23.2,20,27,3.8
08-14-2021,23.6,20.3,27.4,0
08-15-2021,22.7,19,27,0.5
08-16-2021,22.8,20.7,28,0
08-17-2021,22.9,20.3,26.5,13.7
08-18-2021,23.6,20.7,27.5,0
08-19-2021,23.6,20.4,28.4,0.3
08-20-2021,24.1,20.5,28.8,7.1
08-21-2021,22.4,20.2,28.6,0.3
08-22-2021,22.8,19.2,27.7,5.6
08-23-2021,23.6,20.5,27.1,3
08-24-2021,24.5,20.3,29,3.8
08-25-2021,24.1,20.7,29.1,1
08-26-2021,24.1,21,29.6,0
08-27-2021,22.7,20.5,30.4,24.9
08-28-2021,22.4,20.1,28.4,11.7
08-29-2021,21.7,19.2,25.8,4.1
08-30-2021,22.4,19.7,26.2,3.8
08-31-2021,23.9,19.7,27.6,0.5
09-01-2021,23.6,20.9,29.3,0
09-02-2021,22.6,19.5,29.4,2.8
09-03-2021,22.5,19.5,26.7,44.7
09-04-2021,22.3,20.4,26.2,0
09-05-2021,22.1,20.2,26.6,1
09-06-2021,22.6,20.2,27.2,7.9
09-07-2021,22.2,20,27,2
09-08-2021,23.1,20.5,27,0.5
09-09-2021,24,20,27.8,0.5
09-10-2021,24.1,20.2,29.1,0
09-11-2021,22.8,19.4,28,1.3
09-12-2021,23.6,20.7,28.5,0
09-13-2021,23.7,20.9,28,0
09-14-2021,24.1,19.9,28.2,0
09-15-2021,23.2,19.2,27.7,1.4
09-16-2021,23.7,19,29,0.3
09-17-2021,24,19.3,30,0.4
09-18-2021,24.3,18.8,30.4,0.1
09-19-2021,24.4,19.5,30,3.8
09-20-2021,22.4,19.8,31.3,26.2
09-21-2021,23.5,20.3,29,53.3
09-22-2021,23.9,20.6,29.7,11.2
09-23-2021,23.8,20.6,28,0
09-24-2021,24,20.7,28.2,0.3
09-25-2021,24.2,20.8,28.8,0.5
09-26-2021,23.1,20.1,29.2,12.2
09-27-2021,22.7,20.2,27,0.5
09-28-2021,22.3,18.8,27,10.2
09-29-2021,23.4,19.4,27.4,9.1
09-30-2021,24,20.4,28,0
10-01-2021,23,19.9,29.8,8.5
10-02-2021,23.1,19.2,29,5.8
